word,2012_freq
network,791
system,437
algorithm,395
model,390
cod,299
analysis,280
datum,248
learn,240
channel,215
graph,211
wireless,199
application,170
information,169
efficient,159
performance,156
distribute,155
design,152
image,152
dynamic,140
control,131
process,130
optimal,129
complexity,127
linear,126
time,120
game,114
optimization,113
random,107
communication,105
bound,104
web,103
social,102
technique,102
sensor,101
compute,100
detection,99
protocol,99
program,99
study,93
fast,93
estimation,93
search,93
function,92
improve,92
mobile,90
relay,89
structure,89
set,87
method,85
matrix,84
framework,83
power,83
logic,82
multiple,82
scheme,82
online,81
sparse,81
interference,80
classification,79
evaluation,78
cluster,77
energy,76
capacity,75
constraint,74
tree,74
robust,74
approximation,72
schedule,72
test,71
rout,71
sense,68
semantic,68
language,68
secure,67
adaptive,67
computation,66
software,66
large,66
theory,66
novel,66
hybrid,66
feature,64
user,64
toward,64
two,64
query,63
strategy,62
weight,62
cloud,61
automaton,61
approximate,61
probabilistic,61
inference,60
distribution,60
and,60
access,60
cognitive,59
local,59
order,59
mine,57
distance,57
error,57
problem,56
security,56
selection,56
allocation,55
service,55
simple,55
management,54
source,54
implementation,53
decision,53
approach,52
sample,52
environment,52
survey,52
machine,51
mechanism,51
fuzzy,50
spectrum,50
architecture,50
resource,49
space,49
finite,48
parallel,48
thousand,48
filter,48
development,48
generalize,47
broadcast,47
transmission,47
representation,47
match,47
general,47
cellular,46
number,46
pattern,46
cost,46
flow,46
color,45
case,45
simulation,45
path,45
signal,45
measure,45
map,44
hundred,44
decode,43
generation,43
privacy,43
rank,43
prediction,43
recognition,43
knowledge,42
use,42
sequence,41
database,41
proof,41
point,41
ad,41
heterogeneous,41
automatic,40
group,40
cooperative,39
stream,39
solution,39
joint,39
property,38
text,38
link,38
recovery,38
comparison,38
delay,38
low,38
comparative,38
attack,38
direct,37
one,37
parameter,37
bind,37
block,37
feedback,37
type,37
statistical,37
state,36
differential,36
result,36
extraction,36
discrete,36
reduction,36
key,36
memory,36
construction,35
radio,35
enhance,35
class,35
solve,35
polynomial,35
spatial,35
field,35
collaborative,35
extend,35
rate,35
rule,35
object,34
community,34
review,34
degree,34
hierarchical,34
plan,34
component,34
fade,33
minimum,33
way,33
probability,33
strong,32
video,32
share,32
convex,32
similarity,32
propagation,32
scale,32
storage,32
effective,32
genetic,32
neural,31
content,31
track,31
traffic,31
domain,31
temporal,31
characterization,31
partial,31
auction,31
relation,31
partition,30
high,30
complex,30
support,30
lower,30
