word,2015_freq
network,767
model,446
system,418
learn,386
algorithm,317
datum,258
analysis,252
cod,242
graph,223
image,205
detection,174
deep,164
channel,156
application,152
neural,148
information,148
wireless,146
communication,145
distribute,144
optimization,135
efficient,134
control,118
design,118
dynamic,116
linear,116
recognition,114
fast,111
online,107
optimal,105
estimation,103
social,98
time,98
matrix,98
structure,96
performance,96
sparse,95
game,95
energy,94
power,94
complexity,93
program,92
classification,92
cluster,91
sensor,90
video,89
feature,89
framework,89
random,86
study,86
process,85
toward,85
tree,85
language,84
adaptive,84
machine,83
bound,83
object,83
compute,82
set,80
improve,80
representation,77
function,77
cloud,76
robust,76
mobile,74
constraint,74
search,72
sample,72
semantic,72
approximation,72
sense,69
space,69
large,68
multiple,67
method,66
selection,64
signal,63
user,63
theory,62
secure,62
evaluation,62
query,61
joint,61
service,60
massive,60
relay,59
prediction,59
technique,56
match,56
local,56
segmentation,56
approximate,55
security,54
survey,54
weight,54
scheme,54
track,53
problem,53
schedule,53
knowledge,53
rank,53
access,52
cellular,52
probabilistic,52
computation,51
hybrid,51
filter,50
high,50
train,50
transfer,50
two,50
path,50
web,50
interference,50
software,49
finite,49
management,49
implementation,49
polynomial,49
test,48
radio,48
environment,48
logic,48
architecture,48
distribution,47
scale,47
share,46
pattern,46
stream,46
group,45
source,45
generation,45
feedback,45
property,45
allocation,45
visual,44
embed,44
temporal,44
decomposition,44
resource,43
spectrum,43
capacity,43
case,42
cognitive,42
map,42
field,42
simple,42
order,42
mine,41
simulation,41
small,40
parallel,40
word,40
reduction,40
domain,40
hierarchical,40
spectral,39
generalize,39
binary,39
behavior,39
complex,39
extend,39
approach,38
and,38
protocol,38
rate,38
number,38
decision,38
retrieval,38
research,37
support,37
heterogeneous,37
novel,37
discovery,37
big,37
measure,36
human,36
privacy,36
automaton,36
face,36
understand,36
community,36
transmission,36
flow,36
vector,35
use,35
recurrent,35
point,35
type,35
distance,35
kernel,35
smart,35
device,35
storage,34
solution,34
discrete,34
cooperative,34
maximum,34
partition,34
sequence,34
error,34
parameter,34
perspective,34
nonlinear,33
state,33
index,33
action,33
twitter,33
delay,33
color,33
cost,32
code,32
lower,32
thousand,32
class,32
mechanism,32
automatic,32
review,32
localization,32
challenge,32
media,31
decode,31
label,31
text,31
broadcast,31
exploit,31
reconstruction,31
predict,31
comparison,31
attack,31
direct,31
quantum,31
convex,31
spatial,31
enhance,30
effective,30
tool,30
identification,30
low,30
cell,30
solve,30
robot,30
shape,30
analyze,29
event,29
content,29
continuous,29
impact,29
memory,29
entropy,29
interaction,29
recovery,29
optimize,29
vehicle,29
transform,29
limit,28
measurement,28
science,28
efficiency,28
translation,28
quality,28
cache,28
answer,28
