word,2009_freq,2010_freq,2011_freq,2012_freq,2013_freq,2014_freq,2015_freq,2016_freq,2017_freq,2018_freq
stiff,4.0,2.0,3.0,1.0,,,,,1.0,1.0
financial,4.0,7.0,3.0,1.0,3.0,1.0,8.0,4.0,9.0,10.0
detector,4.0,5.0,5.0,3.0,5.0,12.0,11.0,7.0,10.0,20.0
imperative,4.0,3.0,1.0,2.0,3.0,1.0,1.0,,3.0,4.0
spherical,4.0,1.0,8.0,3.0,4.0,1.0,2.0,5.0,6.0,10.0
mismatch,4.0,1.0,2.0,3.0,7.0,1.0,5.0,7.0,5.0,7.0
coherent,4.0,1.0,3.0,8.0,3.0,2.0,8.0,3.0,6.0,14.0
colony,4.0,2.0,9.0,10.0,5.0,11.0,2.0,,3.0,3.0
visible,4.0,6.0,2.0,7.0,7.0,9.0,9.0,6.0,9.0,15.0
intrinsic,4.0,7.0,5.0,3.0,5.0,2.0,5.0,4.0,7.0,13.0
injection,4.0,1.0,1.0,4.0,1.0,1.0,3.0,3.0,1.0,6.0
internal,4.0,7.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,10.0
safety,4.0,4.0,10.0,9.0,2.0,12.0,7.0,14.0,12.0,24.0
trajectory,4.0,7.0,14.0,7.0,8.0,17.0,13.0,17.0,21.0,38.0
repository,4.0,17.0,1.0,3.0,4.0,3.0,5.0,1.0,6.0,9.0
disk,4.0,2.0,5.0,6.0,7.0,10.0,8.0,4.0,5.0,10.0
logarithm,4.0,1.0,,4.0,3.0,2.0,1.0,1.0,1.0,1.0
election,4.0,3.0,4.0,5.0,3.0,5.0,5.0,7.0,7.0,9.0
reconstruct,4.0,2.0,,3.0,1.0,2.0,2.0,1.0,5.0,8.0
speech,4.0,8.0,8.0,12.0,26.0,15.0,23.0,31.0,54.0,98.0
package,4.0,3.0,2.0,,9.0,4.0,4.0,2.0,1.0,6.0
transaction,4.0,7.0,5.0,2.0,3.0,8.0,4.0,5.0,5.0,10.0
notion,4.0,3.0,4.0,1.0,2.0,3.0,2.0,4.0,1.0,1.0
session,4.0,9.0,11.0,11.0,9.0,4.0,2.0,1.0,7.0,11.0
odd,4.0,2.0,6.0,4.0,1.0,2.0,5.0,2.0,1.0,5.0
realistic,4.0,3.0,5.0,5.0,3.0,3.0,4.0,4.0,3.0,11.0
digraph,4.0,5.0,4.0,3.0,5.0,3.0,9.0,5.0,6.0,8.0
aid,4.0,6.0,6.0,4.0,8.0,2.0,8.0,6.0,9.0,20.0
author,4.0,5.0,4.0,4.0,5.0,2.0,5.0,5.0,7.0,9.0
chaotic,4.0,9.0,13.0,10.0,7.0,1.0,5.0,5.0,6.0,7.0
truth,4.0,8.0,4.0,12.0,11.0,9.0,9.0,7.0,9.0,15.0
evidence,4.0,6.0,6.0,4.0,22.0,8.0,6.0,6.0,10.0,16.0
radial,4.0,4.0,3.0,2.0,3.0,2.0,,5.0,4.0,4.0
intensity,4.0,3.0,2.0,1.0,2.0,3.0,2.0,8.0,3.0,10.0
halt,4.0,,,,,1.0,1.0,1.0,,
taboo,4.0,2.0,3.0,1.0,1.0,,1.0,,1.0,1.0
self,4.0,,3.0,5.0,4.0,4.0,5.0,1.0,1.0,5.0
disorder,4.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,2.0
layout,4.0,6.0,4.0,2.0,2.0,8.0,1.0,5.0,9.0,13.0
card,4.0,8.0,6.0,5.0,1.0,3.0,2.0,5.0,2.0,3.0
life,4.0,8.0,3.0,8.0,6.0,6.0,4.0,5.0,5.0,10.0
encryption,4.0,17.0,17.0,19.0,17.0,7.0,13.0,9.0,14.0,24.0
arc,4.0,1.0,4.0,1.0,4.0,5.0,,2.0,2.0,4.0
lambda,4.0,5.0,6.0,8.0,6.0,5.0,5.0,1.0,1.0,1.0
window,4.0,10.0,7.0,6.0,5.0,13.0,4.0,9.0,4.0,9.0
necessary,4.0,1.0,4.0,4.0,4.0,5.0,3.0,2.0,3.0,3.0
equivalent,4.0,3.0,7.0,3.0,4.0,3.0,3.0,7.0,3.0,4.0
histogram,4.0,3.0,4.0,5.0,3.0,8.0,5.0,6.0,4.0,13.0
shift,4.0,7.0,6.0,6.0,7.0,11.0,9.0,9.0,7.0,16.0
music,4.0,7.0,7.0,3.0,6.0,11.0,6.0,13.0,16.0,28.0
vehicular,4.0,12.0,5.0,18.0,9.0,13.0,10.0,10.0,12.0,22.0
add,4.0,5.0,5.0,2.0,4.0,1.0,,2.0,2.0,2.0
bloom,4.0,3.0,2.0,1.0,,1.0,3.0,3.0,4.0,7.0
thermodynamic,4.0,4.0,1.0,,,1.0,1.0,2.0,,2.0
astronomy,4.0,2.0,2.0,1.0,,1.0,,1.0,,
speedup,4.0,1.0,5.0,,1.0,,,1.0,1.0,
suffix,4.0,,3.0,2.0,8.0,7.0,1.0,3.0,1.0,2.0
landscape,4.0,1.0,5.0,4.0,2.0,3.0,3.0,2.0,4.0,9.0
decay,4.0,4.0,3.0,1.0,1.0,1.0,,3.0,1.0,3.0
literature,4.0,4.0,2.0,8.0,5.0,8.0,8.0,7.0,11.0,15.0
musical,4.0,2.0,,1.0,,,4.0,5.0,2.0,4.0
situation,4.0,,1.0,1.0,2.0,,2.0,5.0,3.0,6.0
zero,4.0,6.0,10.0,4.0,6.0,7.0,6.0,8.0,11.0,16.0
hardware,4.0,7.0,6.0,5.0,10.0,14.0,12.0,20.0,17.0,30.0
equalization,4.0,4.0,3.0,2.0,4.0,,4.0,3.0,4.0,4.0
kinematic,4.0,2.0,,2.0,1.0,3.0,,,2.0,8.0
absolute,4.0,1.0,3.0,2.0,,2.0,1.0,2.0,2.0,5.0
collision,4.0,11.0,3.0,4.0,5.0,5.0,4.0,4.0,10.0,18.0
reverse,4.0,5.0,5.0,7.0,3.0,4.0,3.0,4.0,5.0,9.0
maintenance,4.0,9.0,6.0,7.0,8.0,4.0,2.0,7.0,2.0,3.0
bit,4.0,8.0,3.0,5.0,1.0,4.0,2.0,3.0,1.0,1.0
electronic,4.0,7.0,6.0,9.0,5.0,7.0,6.0,4.0,6.0,16.0
unstructured,4.0,2.0,5.0,,5.0,1.0,2.0,3.0,2.0,2.0
back,4.0,6.0,3.0,2.0,3.0,3.0,5.0,3.0,3.0,7.0
gossip,4.0,13.0,8.0,9.0,3.0,3.0,4.0,2.0,1.0,3.0
encrypt,4.0,2.0,3.0,2.0,1.0,6.0,5.0,6.0,6.0,8.0
publish,4.0,6.0,3.0,8.0,6.0,4.0,4.0,1.0,4.0,4.0
parametric,4.0,7.0,6.0,11.0,10.0,9.0,12.0,7.0,13.0,16.0
many,4.0,3.0,6.0,14.0,9.0,6.0,8.0,11.0,7.0,9.0
inventory,4.0,3.0,2.0,1.0,1.0,,1.0,1.0,2.0,3.0
explanation,4.0,3.0,3.0,3.0,11.0,5.0,5.0,2.0,6.0,20.0
read,4.0,3.0,3.0,1.0,5.0,5.0,10.0,12.0,12.0,23.0
elicitation,4.0,1.0,,6.0,4.0,2.0,1.0,3.0,3.0,4.0
miss,4.0,6.0,9.0,4.0,5.0,10.0,4.0,11.0,8.0,20.0
irregular,4.0,6.0,5.0,6.0,2.0,1.0,,7.0,2.0,4.0
astrophysics,4.0,2.0,1.0,1.0,1.0,,,,,
modulate,4.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0
singular,4.0,6.0,5.0,7.0,5.0,4.0,4.0,1.0,1.0,3.0
associate,4.0,6.0,3.0,8.0,2.0,1.0,2.0,3.0,1.0,4.0
overview,4.0,7.0,9.0,10.0,15.0,11.0,8.0,9.0,5.0,11.0
assist,4.0,5.0,1.0,8.0,5.0,7.0,7.0,7.0,8.0,13.0
threat,4.0,3.0,2.0,9.0,2.0,6.0,7.0,5.0,5.0,19.0
terminal,4.0,3.0,2.0,1.0,2.0,4.0,6.0,2.0,,4.0
predictable,4.0,2.0,2.0,1.0,6.0,7.0,2.0,4.0,3.0,6.0
correction,4.0,12.0,11.0,8.0,6.0,8.0,10.0,9.0,10.0,24.0
competitive,4.0,9.0,9.0,6.0,10.0,16.0,7.0,2.0,6.0,8.0
emergence,4.0,6.0,9.0,6.0,1.0,2.0,1.0,4.0,4.0,7.0
age,4.0,2.0,1.0,5.0,5.0,5.0,6.0,7.0,9.0,19.0
resilient,4.0,6.0,,4.0,4.0,2.0,7.0,3.0,1.0,9.0
medium,4.0,13.0,5.0,6.0,4.0,4.0,3.0,7.0,3.0,5.0
multitask,4.0,,2.0,8.0,3.0,6.0,3.0,17.0,27.0,48.0
communicate,4.0,6.0,4.0,4.0,1.0,2.0,1.0,3.0,2.0,4.0
ontology,4.0,23.0,19.0,20.0,17.0,14.0,17.0,8.0,9.0,15.0
compiler,4.0,2.0,10.0,5.0,,4.0,3.0,6.0,1.0,7.0
gypsy,4.0,3.0,,,,4.0,1.0,,,
course,4.0,4.0,5.0,5.0,6.0,5.0,4.0,5.0,1.0,9.0
minor,4.0,1.0,,2.0,2.0,,1.0,,2.0,2.0
crossover,4.0,1.0,4.0,5.0,2.0,2.0,1.0,,1.0,1.0
geographical,4.0,1.0,1.0,4.0,3.0,3.0,5.0,5.0,4.0,4.0
deployment,4.0,6.0,9.0,5.0,12.0,5.0,9.0,12.0,6.0,14.0
geodesic,4.0,5.0,1.0,,1.0,5.0,2.0,3.0,4.0,5.0
pilot,4.0,2.0,5.0,4.0,5.0,3.0,4.0,20.0,7.0,11.0
dirty,4.0,7.0,1.0,1.0,1.0,2.0,,2.0,1.0,2.0
seven,4.0,1.0,3.0,5.0,,1.0,4.0,1.0,1.0,2.0
triangular,4.0,6.0,5.0,1.0,3.0,2.0,1.0,4.0,2.0,3.0
format,4.0,4.0,4.0,2.0,,,2.0,2.0,2.0,3.0
cavity,4.0,,,,1.0,,1.0,1.0,1.0,1.0
duplex,4.0,1.0,2.0,,,,2.0,6.0,1.0,2.0
ordinary,3.0,2.0,2.0,3.0,,3.0,1.0,,,
negative,3.0,8.0,8.0,4.0,5.0,4.0,5.0,7.0,1.0,8.0
bid,3.0,1.0,3.0,4.0,4.0,3.0,4.0,1.0,7.0,9.0
implicit,3.0,11.0,9.0,10.0,5.0,6.0,10.0,12.0,16.0,33.0
assumption,3.0,2.0,4.0,2.0,9.0,2.0,6.0,5.0,1.0,6.0
affinity,3.0,1.0,,2.0,,2.0,1.0,,1.0,3.0
sensitive,3.0,2.0,2.0,9.0,7.0,2.0,5.0,3.0,7.0,8.0
solver,3.0,16.0,10.0,12.0,11.0,13.0,15.0,14.0,12.0,19.0
toolkit,3.0,4.0,3.0,3.0,,6.0,2.0,5.0,4.0,10.0
employ,3.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,7.0,10.0
less,3.0,4.0,4.0,6.0,1.0,3.0,4.0,3.0,2.0,7.0
trade,3.0,6.0,6.0,3.0,4.0,5.0,7.0,2.0,2.0,5.0
behavioral,3.0,5.0,7.0,5.0,7.0,13.0,11.0,7.0,9.0,15.0
obstacle,3.0,1.0,5.0,1.0,3.0,1.0,5.0,5.0,3.0,9.0
mirror,3.0,2.0,4.0,2.0,3.0,1.0,,1.0,,
strange,3.0,,1.0,,,,1.0,,,
insertion,3.0,3.0,2.0,4.0,4.0,2.0,2.0,3.0,3.0,4.0
enhancement,3.0,7.0,12.0,13.0,13.0,11.0,10.0,17.0,20.0,33.0
breast,3.0,1.0,1.0,1.0,,,1.0,4.0,3.0,10.0
biomedical,3.0,4.0,2.0,4.0,5.0,6.0,1.0,6.0,2.0,9.0
readable,3.0,,,,,,,,,
summary,3.0,1.0,,3.0,6.0,6.0,4.0,1.0,3.0,6.0
leak,3.0,1.0,,2.0,1.0,,3.0,3.0,,2.0
visualize,3.0,3.0,4.0,3.0,5.0,4.0,8.0,10.0,9.0,13.0
particular,3.0,1.0,,,2.0,,,,1.0,1.0
select,3.0,5.0,8.0,7.0,3.0,7.0,3.0,8.0,5.0,8.0
polarization,3.0,5.0,3.0,1.0,1.0,5.0,,2.0,1.0,4.0
spam,3.0,10.0,5.0,6.0,1.0,4.0,1.0,4.0,2.0,4.0
avoid,3.0,3.0,6.0,4.0,1.0,4.0,3.0,4.0,2.0,7.0
around,3.0,,2.0,3.0,1.0,,2.0,6.0,5.0,8.0
normal,3.0,8.0,11.0,7.0,6.0,8.0,4.0,6.0,7.0,10.0
universe,3.0,,,2.0,1.0,3.0,1.0,,1.0,1.0
inner,3.0,7.0,2.0,1.0,2.0,6.0,2.0,1.0,2.0,2.0
utilize,3.0,4.0,5.0,1.0,6.0,4.0,2.0,3.0,1.0,5.0
transposition,3.0,2.0,1.0,,,,1.0,5.0,,1.0
firewall,3.0,2.0,2.0,3.0,3.0,2.0,,2.0,1.0,3.0
linkage,3.0,2.0,,2.0,1.0,1.0,5.0,,4.0,4.0
ball,3.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,1.0,3.0
every,3.0,1.0,,2.0,1.0,1.0,1.0,3.0,1.0,5.0
nine,3.0,6.0,5.0,5.0,5.0,6.0,,3.0,2.0,6.0
disaster,3.0,1.0,1.0,3.0,,4.0,1.0,4.0,4.0,9.0
stretch,3.0,1.0,2.0,,4.0,4.0,,,2.0,3.0
inversion,3.0,3.0,5.0,4.0,5.0,1.0,5.0,3.0,3.0,8.0
give,3.0,1.0,4.0,1.0,5.0,6.0,4.0,4.0,3.0,6.0
variance,3.0,2.0,1.0,4.0,5.0,4.0,6.0,7.0,4.0,7.0
chunk,3.0,,,1.0,,,2.0,2.0,3.0,4.0
variant,3.0,6.0,10.0,5.0,4.0,10.0,7.0,6.0,3.0,5.0
certain,3.0,1.0,5.0,4.0,5.0,2.0,4.0,,2.0,3.0
syndrome,3.0,1.0,1.0,,1.0,1.0,,1.0,,
infer,3.0,2.0,4.0,9.0,6.0,5.0,6.0,7.0,8.0,14.0
client,3.0,5.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0
singularity,3.0,1.0,2.0,1.0,,,,1.0,3.0,3.0
discourse,3.0,2.0,,2.0,4.0,,3.0,6.0,10.0,15.0
applicable,3.0,3.0,3.0,1.0,2.0,6.0,,1.0,1.0,1.0
manipulate,3.0,2.0,2.0,2.0,2.0,,1.0,2.0,1.0,5.0
robin,3.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,,1.0
competition,3.0,5.0,2.0,6.0,8.0,10.0,5.0,10.0,3.0,11.0
certify,3.0,2.0,5.0,5.0,3.0,4.0,1.0,,2.0,4.0
fatigue,3.0,1.0,1.0,2.0,1.0,3.0,,,,
vertical,3.0,,3.0,2.0,3.0,3.0,,2.0,3.0,3.0
volume,3.0,4.0,5.0,2.0,5.0,2.0,6.0,5.0,4.0,15.0
score,3.0,6.0,3.0,3.0,5.0,7.0,7.0,10.0,15.0,18.0
fool,3.0,2.0,,,,1.0,,,3.0,3.0
amplification,3.0,4.0,5.0,3.0,4.0,,,1.0,1.0,2.0
facial,3.0,8.0,6.0,6.0,4.0,3.0,15.0,18.0,19.0,43.0
creation,3.0,4.0,7.0,,4.0,4.0,3.0,4.0,6.0,7.0
raise,3.0,,,,,,,,1.0,2.0
pulse,3.0,9.0,1.0,1.0,4.0,1.0,6.0,2.0,4.0,6.0
express,3.0,1.0,2.0,4.0,3.0,,1.0,1.0,,2.0
biology,3.0,6.0,,1.0,1.0,2.0,,,3.0,4.0
reaction,3.0,6.0,3.0,6.0,5.0,6.0,11.0,3.0,4.0,6.0
lexical,3.0,2.0,3.0,6.0,7.0,3.0,6.0,7.0,4.0,6.0
sixteen,3.0,1.0,3.0,2.0,2.0,,2.0,23.0,7.0,7.0
implement,3.0,13.0,15.0,5.0,6.0,11.0,6.0,6.0,2.0,11.0
logistic,3.0,1.0,3.0,4.0,3.0,5.0,3.0,2.0,3.0,4.0
quick,3.0,3.0,1.0,5.0,5.0,6.0,2.0,2.0,1.0,3.0
backbone,3.0,2.0,3.0,3.0,,2.0,3.0,,1.0,1.0
coherence,3.0,1.0,1.0,2.0,9.0,4.0,5.0,3.0,3.0,8.0
geometrical,3.0,2.0,3.0,2.0,,4.0,3.0,3.0,,2.0
underwater,3.0,2.0,2.0,4.0,2.0,3.0,3.0,12.0,2.0,5.0
we,3.0,1.0,2.0,5.0,9.0,2.0,,4.0,5.0,9.0
yet,3.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,,2.0
mask,3.0,1.0,3.0,1.0,1.0,4.0,2.0,,4.0,8.0
causality,3.0,8.0,7.0,3.0,3.0,4.0,6.0,1.0,2.0,2.0
pedestrian,3.0,3.0,1.0,3.0,1.0,8.0,3.0,13.0,6.0,13.0
breach,3.0,,,,,,,1.0,,2.0
mill,3.0,1.0,1.0,2.0,,,1.0,,,
turn,3.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,,
modern,3.0,2.0,5.0,5.0,6.0,8.0,2.0,5.0,6.0,9.0
intellectual,3.0,1.0,1.0,1.0,,,1.0,2.0,,
decidable,3.0,9.0,7.0,3.0,4.0,2.0,2.0,1.0,2.0,3.0
dialogue,3.0,,12.0,3.0,2.0,,8.0,13.0,21.0,49.0
manifold,3.0,8.0,9.0,9.0,6.0,16.0,12.0,9.0,13.0,29.0
rigid,3.0,4.0,2.0,2.0,4.0,2.0,3.0,5.0,3.0,6.0
best,3.0,5.0,6.0,4.0,3.0,3.0,8.0,10.0,8.0,14.0
rationality,3.0,3.0,3.0,1.0,3.0,1.0,1.0,2.0,3.0,2.0
occurrence,3.0,1.0,1.0,1.0,1.0,,1.0,,,1.0
convergent,3.0,1.0,1.0,5.0,,1.0,,1.0,1.0,1.0
parse,3.0,2.0,5.0,7.0,6.0,6.0,18.0,19.0,17.0,41.0
gesture,3.0,6.0,1.0,3.0,5.0,6.0,5.0,1.0,5.0,8.0
reward,3.0,3.0,5.0,6.0,6.0,3.0,3.0,7.0,2.0,13.0
provision,3.0,9.0,8.0,6.0,2.0,13.0,3.0,9.0,1.0,3.0
thirteen,3.0,1.0,,1.0,18.0,5.0,2.0,,,1.0
regulator,3.0,,,,1.0,1.0,1.0,,,
corpus,3.0,5.0,11.0,10.0,3.0,8.0,9.0,18.0,22.0,43.0
leg,3.0,1.0,1.0,,,2.0,1.0,,1.0,3.0
period,3.0,2.0,6.0,7.0,5.0,,2.0,,,1.0
classify,3.0,4.0,2.0,3.0,3.0,3.0,6.0,10.0,5.0,14.0
column,3.0,2.0,2.0,5.0,3.0,,2.0,2.0,,2.0
dispersion,3.0,,4.0,1.0,1.0,3.0,5.0,2.0,2.0,8.0
carrier,3.0,5.0,1.0,11.0,2.0,1.0,2.0,2.0,1.0,1.0
unknown,3.0,8.0,6.0,5.0,9.0,7.0,4.0,8.0,18.0,30.0
honeypot,3.0,,,2.0,1.0,1.0,,,1.0,1.0
grow,3.0,4.0,3.0,2.0,2.0,2.0,4.0,6.0,1.0,7.0
present,3.0,1.0,2.0,3.0,2.0,,4.0,7.0,1.0,4.0
predictive,3.0,2.0,4.0,13.0,11.0,12.0,17.0,14.0,17.0,35.0
mastermind,3.0,1.0,1.0,2.0,1.0,,,,,
conservation,3.0,4.0,4.0,2.0,2.0,1.0,,2.0,1.0,1.0
multiplayer,3.0,3.0,2.0,3.0,2.0,5.0,3.0,2.0,4.0,5.0
regularity,3.0,1.0,4.0,3.0,,2.0,1.0,,1.0,2.0
credit,3.0,2.0,2.0,,,1.0,1.0,1.0,3.0,8.0
movable,3.0,3.0,,,,,,,,
progressive,3.0,4.0,2.0,4.0,5.0,3.0,5.0,4.0,3.0,11.0
degeneracy,3.0,,,,1.0,,,1.0,,
topic,3.0,4.0,6.0,20.0,7.0,8.0,15.0,26.0,21.0,33.0
frugal,3.0,,,,,2.0,,,,
thread,3.0,4.0,4.0,5.0,3.0,2.0,4.0,1.0,2.0,3.0
textual,3.0,1.0,3.0,4.0,3.0,1.0,7.0,6.0,7.0,16.0
alternate,3.0,4.0,4.0,3.0,14.0,9.0,5.0,14.0,8.0,10.0
simplify,3.0,9.0,2.0,6.0,5.0,5.0,7.0,6.0,3.0,7.0
initial,3.0,3.0,3.0,3.0,6.0,4.0,4.0,9.0,3.0,6.0
collaboration,3.0,7.0,9.0,10.0,3.0,12.0,6.0,12.0,5.0,11.0
sketch,3.0,3.0,2.0,5.0,5.0,4.0,12.0,16.0,16.0,26.0
atom,3.0,1.0,2.0,3.0,1.0,1.0,3.0,2.0,,
tune,3.0,13.0,3.0,5.0,5.0,6.0,2.0,6.0,8.0,9.0
therapy,3.0,,,,2.0,,,,,2.0
consumer,3.0,,4.0,2.0,6.0,6.0,3.0,5.0,2.0,4.0
compose,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,5.0
six,3.0,4.0,3.0,8.0,,6.0,3.0,3.0,3.0,7.0
call,3.0,9.0,2.0,2.0,4.0,4.0,4.0,4.0,1.0,2.0
horizon,3.0,,,2.0,1.0,2.0,2.0,4.0,2.0,6.0
lie,3.0,2.0,5.0,,2.0,,1.0,1.0,2.0,4.0
untangle,3.0,,1.0,,,2.0,,,1.0,1.0
successive,3.0,4.0,5.0,9.0,3.0,7.0,7.0,4.0,8.0,10.0
slide,3.0,2.0,1.0,6.0,12.0,6.0,3.0,7.0,9.0,16.0
prevent,3.0,7.0,,1.0,1.0,2.0,,4.0,2.0,4.0
recherche,3.0,1.0,,,,1.0,,,,
axiomatic,3.0,1.0,4.0,2.0,5.0,2.0,1.0,3.0,1.0,1.0
predictor,3.0,1.0,2.0,5.0,2.0,2.0,5.0,1.0,3.0,8.0
guide,3.0,6.0,9.0,3.0,9.0,8.0,10.0,16.0,13.0,29.0
migration,3.0,10.0,7.0,3.0,5.0,1.0,2.0,6.0,3.0,6.0
analytic,3.0,7.0,1.0,4.0,1.0,2.0,5.0,5.0,2.0,4.0
bay,3.0,8.0,1.0,6.0,10.0,12.0,,5.0,3.0,6.0
explain,3.0,,1.0,2.0,4.0,6.0,3.0,5.0,7.0,20.0
elementary,3.0,2.0,2.0,6.0,4.0,1.0,2.0,3.0,3.0,4.0
straight,3.0,,,,1.0,1.0,2.0,,2.0,5.0
determine,3.0,6.0,7.0,7.0,6.0,7.0,4.0,3.0,5.0,8.0
computable,3.0,6.0,6.0,4.0,3.0,5.0,3.0,,,2.0
cite,3.0,3.0,,1.0,3.0,1.0,1.0,5.0,,5.0
preferential,3.0,,,,3.0,4.0,3.0,1.0,1.0,1.0
genre,3.0,,,,1.0,,2.0,1.0,1.0,3.0
likelihood,3.0,4.0,3.0,8.0,11.0,5.0,5.0,7.0,4.0,11.0
direction,3.0,3.0,6.0,6.0,10.0,4.0,11.0,14.0,8.0,14.0
productivity,3.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0
anneal,3.0,5.0,3.0,4.0,6.0,5.0,2.0,3.0,3.0,5.0
salesman,3.0,2.0,9.0,8.0,2.0,6.0,5.0,2.0,1.0,1.0
influence,3.0,12.0,16.0,25.0,28.0,21.0,19.0,17.0,18.0,32.0
rich,3.0,1.0,1.0,2.0,6.0,2.0,3.0,7.0,5.0,12.0
evolve,3.0,5.0,7.0,4.0,7.0,6.0,14.0,5.0,8.0,18.0
mind,3.0,1.0,3.0,4.0,3.0,3.0,3.0,2.0,5.0,8.0
matter,3.0,6.0,2.0,,4.0,7.0,6.0,9.0,8.0,14.0
smart,3.0,20.0,29.0,18.0,28.0,36.0,35.0,30.0,40.0,85.0
inconsistency,3.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,3.0
curse,3.0,,,,,2.0,,2.0,,1.0
usage,3.0,8.0,9.0,11.0,8.0,7.0,11.0,5.0,9.0,15.0
verb,3.0,,3.0,1.0,1.0,3.0,1.0,4.0,2.0,4.0
strength,3.0,1.0,5.0,4.0,1.0,2.0,,6.0,2.0,2.0
capital,3.0,1.0,2.0,1.0,,,1.0,1.0,,
relevance,3.0,3.0,3.0,6.0,9.0,4.0,5.0,7.0,7.0,11.0
interest,3.0,4.0,1.0,3.0,4.0,5.0,6.0,2.0,6.0,10.0
provable,3.0,1.0,1.0,,2.0,5.0,3.0,1.0,3.0,3.0
diameter,3.0,5.0,6.0,4.0,2.0,5.0,7.0,1.0,4.0,5.0
transceiver,3.0,6.0,1.0,8.0,3.0,10.0,3.0,1.0,1.0,2.0
complementation,3.0,1.0,2.0,,1.0,,,,,
settle,3.0,1.0,2.0,,,2.0,,1.0,,1.0
personal,3.0,1.0,4.0,4.0,12.0,6.0,5.0,7.0,2.0,8.0
leader,3.0,2.0,2.0,4.0,6.0,4.0,5.0,5.0,5.0,10.0
neutrality,3.0,2.0,3.0,,,,,,,
uncertain,3.0,4.0,9.0,10.0,28.0,7.0,11.0,6.0,13.0,16.0
latent,3.0,8.0,7.0,18.0,14.0,18.0,14.0,22.0,32.0,53.0
taxonomy,3.0,6.0,6.0,3.0,7.0,3.0,4.0,2.0,7.0,14.0
bidirectional,3.0,8.0,8.0,4.0,6.0,5.0,8.0,14.0,6.0,16.0
refutation,3.0,,1.0,1.0,1.0,,,,,
expand,3.0,1.0,2.0,2.0,,1.0,4.0,,1.0,2.0
prostate,3.0,1.0,2.0,1.0,3.0,,1.0,3.0,2.0,3.0
recognizable,3.0,2.0,,,,,1.0,1.0,,
amplitude,3.0,,2.0,5.0,3.0,,1.0,7.0,4.0,9.0
prioritize,3.0,3.0,1.0,4.0,4.0,2.0,3.0,2.0,2.0,7.0
malicious,3.0,7.0,1.0,4.0,1.0,6.0,2.0,2.0,3.0,7.0
contour,3.0,1.0,4.0,1.0,3.0,6.0,4.0,2.0,4.0,7.0
consider,3.0,9.0,1.0,8.0,1.0,6.0,6.0,2.0,2.0,7.0
probe,3.0,2.0,6.0,2.0,2.0,,9.0,3.0,5.0,11.0
derivation,3.0,2.0,4.0,8.0,3.0,5.0,2.0,5.0,1.0,1.0
remark,3.0,2.0,4.0,5.0,1.0,3.0,2.0,2.0,,1.0
percolation,3.0,4.0,4.0,2.0,2.0,,1.0,,,1.0
equal,3.0,5.0,1.0,1.0,,1.0,3.0,3.0,3.0,5.0
categorical,3.0,3.0,7.0,3.0,4.0,3.0,6.0,5.0,2.0,6.0
suboptimal,3.0,1.0,1.0,,,,1.0,1.0,1.0,2.0
phenotype,3.0,,,1.0,,1.0,1.0,,,
much,3.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,,1.0
post,3.0,3.0,2.0,,4.0,,2.0,3.0,3.0,9.0
radiation,3.0,,,3.0,1.0,1.0,3.0,3.0,,
orientation,3.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,9.0,13.0
strategic,3.0,5.0,10.0,5.0,15.0,9.0,8.0,6.0,8.0,11.0
lead,3.0,1.0,3.0,1.0,2.0,,2.0,3.0,4.0,4.0
augment,3.0,4.0,5.0,2.0,5.0,7.0,11.0,11.0,17.0,40.0
wave,3.0,1.0,5.0,1.0,4.0,8.0,16.0,20.0,16.0,29.0
refine,3.0,2.0,3.0,4.0,2.0,6.0,3.0,4.0,4.0,6.0
home,3.0,7.0,4.0,5.0,4.0,11.0,4.0,4.0,5.0,10.0
selfish,3.0,5.0,6.0,6.0,3.0,4.0,1.0,1.0,5.0,6.0
tutorial,3.0,5.0,3.0,2.0,3.0,3.0,,4.0,7.0,14.0
fountain,3.0,5.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0
correspond,3.0,1.0,,1.0,,1.0,1.0,,2.0,2.0
budget,3.0,8.0,2.0,1.0,6.0,7.0,6.0,5.0,4.0,6.0
existence,3.0,6.0,8.0,5.0,4.0,2.0,6.0,6.0,4.0,5.0
oscillation,3.0,,,3.0,1.0,2.0,4.0,,2.0,2.0
accept,3.0,1.0,2.0,,1.0,,,,1.0,1.0
porous,3.0,2.0,,,1.0,,1.0,3.0,,2.0
interact,3.0,1.0,2.0,5.0,3.0,6.0,2.0,2.0,3.0,6.0
