word,2018_freq
network,1780
learn,1396
neural,837
deep,819
model,818
system,685
datum,585
image,542
analysis,464
graph,444
detection,429
algorithm,395
machine,306
classification,288
control,276
recognition,267
estimation,263
dynamic,259
cod,256
application,250
adversarial,245
efficient,233
segmentation,227
semantic,217
framework,216
distribute,215
prediction,210
improve,210
information,208
optimization,206
toward,206
feature,202
representation,202
video,200
visual,198
optimal,197
process,188
language,188
study,185
communication,185
object,182
design,181
robust,177
time,175
wireless,169
online,165
channel,163
compute,160
power,160
structure,158
fast,157
generation,156
social,156
reinforcement,154
train,154
performance,152
generative,151
text,146
method,145
program,145
linear,138
adaptive,135
search,135
game,134
kernel,133
cluster,133
architecture,131
complexity,131
transfer,130
multiple,126
unsupervised,126
human,126
mobile,125
translation,125
sample,122
automatic,120
energy,116
environment,116
joint,115
challenge,114
knowledge,113
set,113
task,112
word,112
space,112
user,111
bound,110
random,109
map,109
match,108
evaluation,108
attention,107
domain,107
attack,107
function,107
embed,107
flow,106
track,106
recurrent,105
software,105
cloud,104
sparse,103
face,103
tree,103
selection,103
matrix,103
constraint,102
robot,100
survey,100
sense,100
query,99
speech,98
vehicle,98
retrieval,97
cycle,96
hybrid,95
memory,95
secure,95
understand,94
sequence,92
sensor,92
inference,91
test,91
theory,89
local,88
motion,88
security,88
pattern,86
hierarchical,85
plan,85
massive,85
filter,85
smart,85
resource,84
point,84
temporal,84
scale,83
state,83
and,83
path,83
parallel,83
automate,83
logic,82
reconstruction,81
weight,81
autonomous,80
probabilistic,80
distribution,80
schedule,80
approximation,80
large,79
signal,79
case,79
localization,79
simulation,78
action,77
measure,77
privacy,77
approximate,77
policy,76
natural,76
identification,76
scheme,75
nonlinear,75
synthesis,75
label,75
web,74
allocation,74
management,73
two,73
fusion,73
access,72
technique,72
pose,72
rank,72
mine,71
decision,71
source,71
detect,71
scene,71
spatial,70
use,70
computation,70
complex,70
content,70
heterogeneous,69
edge,69
question,69
stream,69
answer,68
generalize,68
review,68
high,67
predict,66
finite,66
event,64
media,64
single,64
type,64
effect,63
error,63
extend,63
share,62
quality,62
approach,62
tool,62
service,62
regression,62
spectral,61
exploration,61
recommendation,61
thousand,61
full,61
order,61
interaction,61
adaptation,60
group,60
problem,60
depth,59
behavior,59
strategy,59
impact,59
gradient,59
traffic,59
extraction,59
class,59
support,59
protocol,58
drive,58
verification,58
development,58
simple,58
