word,2009_freq
network,526
system,353
algorithm,304
cod,296
channel,264
model,245
analysis,190
graph,185
application,149
information,140
wireless,138
complexity,129
datum,120
distribute,117
interference,108
linear,106
dynamic,104
program,101
communication,100
time,100
bound,98
random,98
design,96
efficient,95
learn,94
process,93
optimal,93
quantum,92
theory,91
constraint,90
game,90
set,89
compute,88
detection,86
capacity,84
function,84
search,84
performance,81
structure,79
language,78
optimization,77
control,76
power,74
protocol,70
tree,69
matrix,69
logic,69
fast,68
relay,67
image,67
sense,66
multiple,63
framework,62
sensor,62
polynomial,61
scheme,59
technique,59
web,59
problem,59
automaton,55
sparse,55
approximation,54
toward,54
case,54
feedback,53
estimation,53
decode,53
fade,53
schedule,53
parallel,52
source,52
large,52
mobile,50
cognitive,50
study,50
security,49
computation,49
space,49
improve,48
rate,48
pattern,48
semantic,48
sequence,48
error,47
high,47
distance,47
distribution,47
sample,46
management,46
state,46
evaluation,46
cluster,46
environment,46
rout,46
online,46
number,45
adaptive,45
cooperative,45
limit,45
flow,45
strategy,44
access,44
query,44
method,43
radio,43
secure,43
weight,43
signal,43
transmission,42
property,42
local,42
finite,42
statistical,42
broadcast,41
test,41
machine,41
construction,41
database,41
rule,40
classification,40
computational,40
service,40
selection,40
compress,39
point,39
delay,39
approach,38
generalize,38
software,38
theorem,37
robust,37
implementation,37
minimum,37
representation,37
sum,37
bind,36
solve,36
proof,36
architecture,36
attack,36
user,36
measure,35
approximate,35
message,35
solution,35
general,35
region,34
match,34
binary,34
simulation,33
energy,33
digital,33
deterministic,33
filter,33
path,33
word,33
link,33
complex,32
ad,32
decision,32
allocation,32
two,31
scientific,31
discrete,31
map,31
class,31
and,31
simple,30
grid,30
formula,30
maximum,30
entropy,30
type,30
global,30
degree,30
lower,30
find,29
internet,29
support,29
recovery,29
code,29
note,29
order,29
result,29
recognition,29
hybrid,29
tool,29
knowledge,29
one,29
spectrum,29
probabilistic,29
traffic,28
cover,28
social,28
feature,28
use,28
partial,28
computer,28
object,27
measurement,27
correlate,27
universal,27
stream,27
algebraic,27
neural,27
cellular,27
collaborative,27
thousand,27
citation,27
joint,27
field,27
rank,26
alignment,26
tradeoff,26
group,26
regular,26
threshold,26
mine,26
interaction,26
effect,26
randomize,26
resource,26
single,26
partition,25
science,25
strong,25
propagation,25
robot,25
infinite,25
secrecy,25
decomposition,25
color,25
without,25
share,25
reduction,25
reconstruction,25
fuzzy,24
survey,24
opportunistic,24
cloud,24
