word,2017_freq
network,917
learn,598
neural,420
model,414
system,386
deep,361
image,299
datum,296
analysis,274
algorithm,215
detection,211
graph,184
cod,145
control,139
machine,138
dynamic,138
classification,133
application,132
estimation,130
distribute,130
recognition,123
efficient,118
communication,118
optimal,111
information,107
improve,107
video,106
feature,105
segmentation,105
process,104
study,104
semantic,103
toward,103
optimization,100
time,99
visual,98
representation,98
channel,98
language,98
adversarial,97
framework,94
design,91
online,91
power,89
robust,88
fast,88
complexity,87
structure,87
prediction,86
compute,85
social,85
method,84
object,84
performance,83
wireless,81
sample,79
game,78
generation,77
linear,77
multiple,76
program,76
mobile,73
adaptive,70
generative,69
search,69
automatic,67
train,67
cluster,66
task,65
energy,65
word,65
random,65
architecture,64
joint,64
function,64
matrix,64
constraint,63
bound,63
translation,62
text,61
human,60
unsupervised,60
user,60
match,59
recurrent,59
track,59
sense,59
tree,58
domain,58
set,58
sparse,57
sensor,57
embed,57
flow,55
knowledge,55
face,55
environment,55
reinforcement,54
cloud,54
speech,54
selection,54
transfer,54
parallel,53
space,53
point,52
query,52
evaluation,52
software,52
signal,51
survey,51
reconstruction,51
approximation,51
probabilistic,50
sequence,49
retrieval,49
identification,49
hybrid,49
action,48
motion,48
case,48
massive,48
attention,47
test,47
schedule,47
allocation,47
local,47
localization,47
map,47
automate,47
inference,46
distribution,46
nonlinear,46
logic,46
weight,46
privacy,45
scheme,45
state,45
synthesis,45
vehicle,45
robot,44
filter,44
resource,43
access,43
challenge,43
simulation,42
tool,42
complex,42
path,42
autonomous,41
pattern,41
event,41
finite,41
understand,41
management,40
natural,40
memory,40
temporal,40
security,40
smart,40
share,39
measure,39
policy,39
generalize,39
approximate,39
secure,39
theory,39
large,38
scale,38
pose,38
hierarchical,38
problem,38
source,38
and,38
label,38
order,38
activity,37
computation,37
media,37
two,37
attack,37
review,37
heterogeneous,36
plan,36
computer,36
development,36
interaction,36
web,35
approach,35
use,35
code,35
quality,34
rank,34
strategy,34
similarity,34
stream,34
cognitive,34
detect,34
class,34
without,34
relay,34
high,33
edge,33
supervise,33
research,33
kernel,33
decision,33
traffic,33
extend,33
effect,32
spectral,32
latent,32
perspective,32
cellular,32
cache,32
comparison,32
full,32
mine,31
technique,31
spatial,31
solution,31
question,31
recommendation,31
binary,31
verification,31
fusion,31
active,31
scene,31
statistical,31
predict,30
hard,30
answer,30
group,30
transmission,30
field,30
drive,30
proof,30
content,30
relation,30
measurement,30
partial,30
type,30
regression,30
single,29
impact,29
alignment,29
simple,29
small,29
delay,28
low,28
integrate,28
exploration,28
conditional,28
service,28
dense,28
capacity,28
artificial,28
